0'B, tp=0, ts=0, x0=386218873, x1=1
71'B, tp=70, ts=70, x0=139659836, x1=10
71'B, tp=70, ts=70, x0=893189727, x1=5
71'C, tp=70, ts=70, x0=1000001, x1=1000004
71'C, tp=70, ts=70, x0=1000002, x1=1000034
71'C, tp=70, ts=70, x0=1000001, x1=1000015
71'C, tp=70, ts=70, x0=1000001, x1=1000006
71'B, tp=71, ts=71, x0=400100738, x1=1
71'C, tp=71, ts=71, x0=1000002, x1=1000018
71'C, tp=71, ts=71, x0=1000003, x1=1000333
71'B, tp=71, ts=71, x0=993261848, x1=1
71'B, tp=71, ts=71, x0=985397386, x1=1
71'B, tp=71, ts=71, x0=868956436, x1=1
71'B, tp=71, ts=71, x0=592264424, x1=1
71'C, tp=71, ts=71, x0=1000002, x1=1000010
71'B, tp=71, ts=71, x0=901609997, x1=1
71'A, tp=71, ts=71, x0=5, x1=927389158
71'C, tp=71, ts=71, x0=1000002, x1=1000005
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'C, tp=71, ts=71, x0=1000001, x1=1000009
71'C, tp=71, ts=71, x0=1000001, x1=1000034
71'B, tp=71, ts=71, x0=549066322, x1=1
71'B, tp=71, ts=71, x0=567233735, x1=1
71'A, tp=71, ts=71, x0=71, x1=873065895
71'C, tp=71, ts=71, x0=1000001, x1=1000141
71'A, tp=71, ts=71, x0=10, x1=340025169
71'C, tp=71, ts=71, x0=1000002, x1=1000005
71'C, tp=71, ts=71, x0=1000011, x1=1000005
71'B, tp=71, ts=71, x0=882374656, x1=1
71'C, tp=71, ts=71, x0=1000004, x1=1000004
71'B, tp=71, ts=71, x0=295129521, x1=1
71'B, tp=71, ts=71, x0=767203243, x1=1
71'B, tp=71, ts=71, x0=395790335, x1=4
71'A, tp=71, ts=71, x0=85, x1=339639089
71'B, tp=71, ts=71, x0=186372798, x1=1
71'C, tp=71, ts=71, x0=1000001, x1=1001144
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'B, tp=71, ts=71, x0=773994949, x1=2
71'A, tp=71, ts=71, x0=4, x1=523496408
71'B, tp=71, ts=71, x0=898639212, x1=1
71'B, tp=71, ts=71, x0=933650857, x1=3
71'A, tp=71, ts=71, x0=12, x1=822688272
71'B, tp=71, ts=71, x0=37247508, x1=2
71'C, tp=71, ts=71, x0=1000001, x1=1000006
71'A, tp=71, ts=71, x0=4, x1=112788621
71'B, tp=71, ts=71, x0=251685561, x1=1
71'B, tp=71, ts=71, x0=545499677, x1=3
71'C, tp=71, ts=71, x0=1000003, x1=1000004
71'B, tp=71, ts=71, x0=882521845, x1=1
71'B, tp=71, ts=71, x0=533372274, x1=11
71'B, tp=71, ts=71, x0=701487455, x1=1
71'C, tp=71, ts=71, x0=1000001, x1=1000160
71'B, tp=71, ts=71, x0=196478807, x1=1
71'A, tp=71, ts=71, x0=11, x1=171523293
71'B, tp=71, ts=71, x0=223498155, x1=7
71'B, tp=71, ts=71, x0=972119287, x1=1
71'B, tp=71, ts=71, x0=709761026, x1=1
71'B, tp=71, ts=71, x0=553669435, x1=4
71'C, tp=71, ts=71, x0=1000001, x1=1000007
71'C, tp=71, ts=71, x0=1000001, x1=1000006
71'B, tp=71, ts=71, x0=10923866, x1=12
71'C, tp=71, ts=71, x0=1000002, x1=1000004
71'B, tp=71, ts=71, x0=699368353, x1=1
71'B, tp=71, ts=71, x0=596680815, x1=1
71'A, tp=71, ts=71, x0=4, x1=986090970
71'C, tp=71, ts=71, x0=1000007, x1=1000009
71'B, tp=71, ts=71, x0=360285779, x1=9
71'B, tp=71, ts=71, x0=779745987, x1=1
71'B, tp=71, ts=71, x0=777430720, x1=7
71'B, tp=71, ts=71, x0=565224377, x1=1
71'B, tp=71, ts=71, x0=887797679, x1=1
71'B, tp=71, ts=71, x0=695323241, x1=2
71'C, tp=71, ts=71, x0=1000001, x1=1000006
71'B, tp=71, ts=71, x0=367684640, x1=1
71'C, tp=71, ts=71, x0=1000003, x1=1000014
71'B, tp=71, ts=71, x0=347864810, x1=2
71'B, tp=71, ts=71, x0=703599416, x1=3
71'B, tp=71, ts=71, x0=92162868, x1=1
71'B, tp=71, ts=71, x0=767133111, x1=1
71'B, tp=71, ts=71, x0=800710160, x1=1
71'B, tp=71, ts=71, x0=828846741, x1=1
71'B, tp=71, ts=71, x0=164653618, x1=1
71'B, tp=71, ts=71, x0=522265447, x1=1
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'C, tp=71, ts=71, x0=1000001, x1=1000007
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'B, tp=71, ts=71, x0=18219196, x1=1
71'C, tp=71, ts=71, x0=1000009, x1=1000005
71'A, tp=71, ts=71, x0=5, x1=303262300
71'B, tp=71, ts=71, x0=848548056, x1=1
71'B, tp=71, ts=71, x0=333441615, x1=1
71'C, tp=71, ts=71, x0=1000001, x1=1000026
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'C, tp=71, ts=71, x0=1000001, x1=1000006
71'B, tp=71, ts=71, x0=28148287, x1=8
71'B, tp=71, ts=71, x0=382742112, x1=3
71'B, tp=71, ts=71, x0=943506706, x1=2
71'B, tp=71, ts=71, x0=999442115, x1=1
71'C, tp=71, ts=71, x0=1000001, x1=1000010
71'C, tp=71, ts=71, x0=1000001, x1=1000028
71'B, tp=71, ts=71, x0=402548249, x1=2
71'C, tp=71, ts=71, x0=1000203, x1=1000004
71'A, tp=71, ts=71, x0=4, x1=546900711
71'A, tp=71, ts=71, x0=51, x1=706201946
71'B, tp=71, ts=71, x0=834717154, x1=1
71'A, tp=71, ts=71, x0=231, x1=950372772
71'B, tp=71, ts=71, x0=950372772, x1=3
71'C, tp=71, ts=71, x0=1000006, x1=1000005
71'B, tp=71, ts=71, x0=659826020, x1=1
71'B, tp=71, ts=71, x0=364455380, x1=1
71'C, tp=71, ts=71, x0=1000001, x1=1000009
71'B, tp=71, ts=71, x0=235567784, x1=1
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'C, tp=71, ts=71, x0=1000001, x1=1000010
71'C, tp=71, ts=71, x0=1000009, x1=1000010
71'A, tp=71, ts=71, x0=9, x1=159783582
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'B, tp=71, ts=71, x0=498103031, x1=1
71'B, tp=71, ts=71, x0=431100086, x1=1
71'B, tp=71, ts=71, x0=832987944, x1=1
71'A, tp=71, ts=71, x0=454, x1=567597279
71'B, tp=71, ts=71, x0=247012053, x1=4
71'B, tp=71, ts=71, x0=494689859, x1=2
71'B, tp=71, ts=71, x0=320793455, x1=1
71'A, tp=71, ts=71, x0=5, x1=574067759
71'B, tp=71, ts=71, x0=574067759, x1=1
71'C, tp=71, ts=71, x0=1000001, x1=1000426
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'B, tp=71, ts=71, x0=225765927, x1=1
71'B, tp=71, ts=71, x0=171484932, x1=1
71'C, tp=71, ts=71, x0=1000002, x1=1000004
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'B, tp=71, ts=71, x0=34782435, x1=1
71'B, tp=71, ts=71, x0=960741749, x1=1
71'C, tp=71, ts=71, x0=1000002, x1=1000004
71'C, tp=71, ts=71, x0=1000002, x1=1000005
71'B, tp=71, ts=71, x0=91113610, x1=1
71'B, tp=71, ts=71, x0=604968633, x1=1
71'C, tp=71, ts=71, x0=1000001, x1=1000112
71'C, tp=71, ts=71, x0=1000001, x1=1000006
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'B, tp=71, ts=71, x0=270526174, x1=1
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'A, tp=71, ts=71, x0=22, x1=739517296
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'C, tp=71, ts=71, x0=1000002, x1=1000306
71'B, tp=71, ts=71, x0=303462722, x1=1
71'A, tp=71, ts=71, x0=4, x1=42844084
71'C, tp=71, ts=71, x0=1000002, x1=1000016
71'B, tp=71, ts=71, x0=324067070, x1=5
71'B, tp=71, ts=71, x0=213604271, x1=1
71'B, tp=71, ts=71, x0=970254090, x1=2
71'C, tp=71, ts=71, x0=1000003, x1=1000004
71'B, tp=71, ts=71, x0=382074568, x1=1
71'C, tp=71, ts=71, x0=1000005, x1=1000032
71'B, tp=71, ts=71, x0=776909342, x1=1
71'C, tp=71, ts=71, x0=1000001, x1=1000006
71'A, tp=71, ts=71, x0=4, x1=831589329
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'B, tp=71, ts=71, x0=18020689, x1=2
71'B, tp=71, ts=71, x0=959061445, x1=1
71'C, tp=71, ts=71, x0=1000005, x1=1000020
71'C, tp=71, ts=71, x0=1000022, x1=1000004
71'C, tp=71, ts=71, x0=1000001, x1=1000006
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'B, tp=71, ts=71, x0=265644576, x1=1
71'C, tp=71, ts=71, x0=1000001, x1=1000007
71'C, tp=71, ts=71, x0=1000004, x1=1000007
71'C, tp=71, ts=71, x0=1000001, x1=1000102
71'C, tp=71, ts=71, x0=1000001, x1=1002791
71'B, tp=71, ts=71, x0=770025147, x1=1
71'C, tp=71, ts=71, x0=1000004, x1=1000004
71'B, tp=71, ts=71, x0=13444527, x1=1
71'B, tp=71, ts=71, x0=849734497, x1=1
71'B, tp=71, ts=71, x0=779002087, x1=3
71'C, tp=71, ts=71, x0=1000002, x1=1000004
71'B, tp=71, ts=71, x0=399697677, x1=1
71'B, tp=71, ts=71, x0=316834724, x1=2
71'C, tp=71, ts=71, x0=1000005, x1=1000004
71'A, tp=71, ts=71, x0=4, x1=234425212
71'B, tp=71, ts=71, x0=5737152, x1=4
71'B, tp=71, ts=71, x0=770584873, x1=1
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'B, tp=71, ts=71, x0=23917550, x1=1
71'B, tp=71, ts=71, x0=553397381, x1=2
71'A, tp=71, ts=71, x0=4, x1=319172263
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'B, tp=71, ts=71, x0=472293576, x1=1
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'A, tp=71, ts=71, x0=7, x1=453175167
71'B, tp=71, ts=71, x0=947261001, x1=2
71'C, tp=71, ts=71, x0=1000001, x1=1001271
71'A, tp=71, ts=71, x0=4, x1=475127665
71'B, tp=71, ts=71, x0=862928703, x1=3
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'B, tp=71, ts=71, x0=869195984, x1=1
71'B, tp=71, ts=71, x0=655003070, x1=1
71'C, tp=71, ts=71, x0=1000002, x1=1000004
71'C, tp=71, ts=71, x0=1000001, x1=1000007
71'B, tp=71, ts=71, x0=686279000, x1=26
71'B, tp=71, ts=71, x0=847728305, x1=1
71'B, tp=71, ts=71, x0=586265402, x1=2
71'B, tp=71, ts=71, x0=444979281, x1=10
71'B, tp=71, ts=71, x0=748364065, x1=1
71'A, tp=71, ts=71, x0=6, x1=623792791
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'C, tp=71, ts=71, x0=1000001, x1=1000008
71'C, tp=71, ts=71, x0=1000001, x1=1000007
71'B, tp=71, ts=71, x0=957956080, x1=15
71'B, tp=71, ts=71, x0=736794396, x1=2
71'C, tp=71, ts=71, x0=1000001, x1=1000006
71'B, tp=71, ts=71, x0=454461350, x1=1
71'B, tp=71, ts=71, x0=462833030, x1=1
71'C, tp=71, ts=71, x0=1000003, x1=1000004
71'B, tp=71, ts=71, x0=488967607, x1=1
71'C, tp=71, ts=71, x0=1000003, x1=1000004
71'C, tp=71, ts=71, x0=1000001, x1=1000007
71'B, tp=71, ts=71, x0=479707842, x1=1
71'C, tp=71, ts=71, x0=1000001, x1=1000005
71'B, tp=71, ts=71, x0=248009011, x1=1
71'C, tp=71, ts=71, x0=1000001, x1=1000005
71'A, tp=71, ts=71, x0=4, x1=746595912
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'A, tp=71, ts=71, x0=4, x1=117121545
71'C, tp=71, ts=71, x0=1000002, x1=1000092
71'C, tp=71, ts=71, x0=1000004, x1=1000008
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'C, tp=71, ts=71, x0=1000001, x1=1000022
71'B, tp=71, ts=71, x0=157735395, x1=5
71'B, tp=71, ts=71, x0=97381980, x1=1
71'C, tp=71, ts=71, x0=1000001, x1=1000066
71'B, tp=71, ts=71, x0=455507010, x1=2
71'A, tp=71, ts=71, x0=4, x1=430077063
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'C, tp=71, ts=71, x0=1000001, x1=1000005
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'B, tp=71, ts=71, x0=320984717, x1=1
71'B, tp=71, ts=71, x0=621761046, x1=1
71'C, tp=71, ts=71, x0=1000001, x1=1000005
71'C, tp=71, ts=71, x0=1000136, x1=1000011
71'B, tp=71, ts=71, x0=37408626, x1=2
71'A, tp=71, ts=71, x0=8, x1=432667161
71'C, tp=71, ts=71, x0=1000012, x1=1000004
71'C, tp=71, ts=71, x0=1000001, x1=1000047
71'C, tp=71, ts=71, x0=1000001, x1=1000006
71'C, tp=71, ts=71, x0=1000001, x1=1000168
71'A, tp=71, ts=71, x0=4, x1=297260980
71'A, tp=71, ts=71, x0=125, x1=947795357
71'B, tp=71, ts=71, x0=544747087, x1=1
71'B, tp=71, ts=71, x0=280897226, x1=6
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'C, tp=71, ts=71, x0=1000015, x1=1000004
71'C, tp=71, ts=71, x0=1000001, x1=1000004
71'C, tp=71, ts=71, x0=1000001, x1=1000005
71'B, tp=71, ts=71, x0=376341770, x1=1
71'A, tp=71, ts=71, x0=4, x1=285356537
72'C, tp=70, ts=70, x0=1000008, x1=1000009
72'>WATERMARK 69<
72'C, tp=70, ts=70, x0=1000001, x1=1000007
72'B, tp=70, ts=70, x0=73941554, x1=35
72'B, tp=70, ts=70, x0=250813999, x1=1
72'C, tp=70, ts=70, x0=1000003, x1=1000006
72'C, tp=70, ts=70, x0=1000011, x1=1000005
72'C, tp=70, ts=70, x0=1000001, x1=1000010
72'B, tp=70, ts=70, x0=29739965, x1=1
72'B, tp=70, ts=70, x0=923695821, x1=1
72'B, tp=70, ts=70, x0=624603042, x1=1
72'B, tp=70, ts=70, x0=448754464, x1=1
72'C, tp=70, ts=70, x0=1000001, x1=1000004
72'B, tp=70, ts=70, x0=751007949, x1=1
72'C, tp=70, ts=70, x0=1000001, x1=1000004
72'B, tp=70, ts=70, x0=681739316, x1=1
72'C, tp=70, ts=70, x0=1000002, x1=1000004
72'C, tp=70, ts=70, x0=1000009, x1=1000004
72'B, tp=70, ts=70, x0=756083874, x1=1
72'B, tp=70, ts=70, x0=115231673, x1=2
72'C, tp=70, ts=70, x0=1000002, x1=1000235
72'B, tp=70, ts=70, x0=332762560, x1=1
72'B, tp=70, ts=70, x0=957882963, x1=1
72'B, tp=70, ts=70, x0=874558500, x1=8
72'B, tp=70, ts=70, x0=97362003, x1=2
72'B, tp=70, ts=70, x0=868119039, x1=6
72'A, tp=70, ts=70, x0=47, x1=285997710
72'B, tp=70, ts=70, x0=378491044, x1=4
72'C, tp=70, ts=70, x0=1000001, x1=1000004
72'B, tp=70, ts=70, x0=751438813, x1=1
72'A, tp=70, ts=70, x0=7, x1=673464217
72'A, tp=70, ts=70, x0=5, x1=972575839
72'C, tp=70, ts=70, x0=1000001, x1=1000004
72'B, tp=70, ts=70, x0=955971098, x1=2
72'B, tp=70, ts=70, x0=428085472, x1=2
72'C, tp=70, ts=70, x0=1000001, x1=1000005
72'C, tp=70, ts=70, x0=1000004, x1=1000016
72'A, tp=70, ts=70, x0=8, x1=361070322
72'C, tp=70, ts=70, x0=1000001, x1=1000004
72'C, tp=70, ts=70, x0=1000001, x1=1000004
72'B, tp=70, ts=70, x0=416268061, x1=2
72'C, tp=70, ts=70, x0=1000004, x1=1000018
72'C, tp=70, ts=70, x0=1000001, x1=1000004
72'B, tp=70, ts=70, x0=605355740, x1=2
72'C, tp=70, ts=70, x0=1000001, x1=1000008
72'C, tp=70, ts=70, x0=1000004, x1=1000012
72'B, tp=70, ts=70, x0=849343896, x1=4
72'B, tp=70, ts=70, x0=247749389, x1=1
72'A, tp=70, ts=70, x0=4, x1=286166098
72'B, tp=70, ts=70, x0=761000424, x1=2
72'B, tp=70, ts=70, x0=331277486, x1=1
72'A, tp=70, ts=70, x0=4, x1=77245415
72'C, tp=70, ts=70, x0=1000001, x1=1000004
72'C, tp=70, ts=70, x0=1000001, x1=1000007
72'B, tp=70, ts=70, x0=565957006, x1=1
72'A, tp=70, ts=70, x0=5, x1=641340354
72'B, tp=70, ts=70, x0=455637720, x1=1
72'B, tp=70, ts=70, x0=924758940, x1=1
72'B, tp=70, ts=70, x0=517600873, x1=1
72'C, tp=70, ts=70, x0=1000007, x1=1000004
72'B, tp=70, ts=70, x0=682021736, x1=5
72'B, tp=70, ts=70, x0=424718140, x1=14
72'B, tp=70, ts=70, x0=855845255, x1=1
72'A, tp=70, ts=70, x0=64, x1=693062549
72'B, tp=70, ts=70, x0=758299045, x1=1
72'B, tp=70, ts=70, x0=412559621, x1=22
72'B, tp=70, ts=70, x0=738145865, x1=2
72'C, tp=70, ts=70, x0=1000001, x1=1000008
72'B, tp=70, ts=70, x0=444086792, x1=1
72'B, tp=70, ts=70, x0=739069218, x1=1
72'B, tp=70, ts=70, x0=828695183, x1=2
72'C, tp=70, ts=70, x0=1000001, x1=1000192
72'B, tp=70, ts=70, x0=8651200, x1=5
72'B, tp=70, ts=70, x0=839509182, x1=1
72'B, tp=70, ts=70, x0=826337626, x1=1
72'B, tp=70, ts=70, x0=791090357, x1=2
72'A, tp=70, ts=70, x0=4, x1=761178068
72'A, tp=70, ts=70, x0=4, x1=813280263
72'B, tp=70, ts=70, x0=203694961, x1=1
72'B, tp=70, ts=70, x0=211198155, x1=28
72'B, tp=70, ts=70, x0=823914393, x1=1
72'C, tp=70, ts=70, x0=1000001, x1=1000006
72'C, tp=70, ts=70, x0=1000001, x1=1020249
72'C, tp=70, ts=70, x0=1000002, x1=1000006
72'B, tp=70, ts=70, x0=259899923, x1=1
72'C, tp=70, ts=70, x0=1000006, x1=1000004
72'B, tp=70, ts=70, x0=54522110, x1=7
72'C, tp=70, ts=70, x0=1000002, x1=1000018
72'B, tp=70, ts=70, x0=630557907, x1=2
72'B, tp=70, ts=70, x0=315132048, x1=1
72'C, tp=70, ts=70, x0=1000002, x1=1000004
72'B, tp=70, ts=70, x0=449993730, x1=1
72'B, tp=70, ts=70, x0=147393373, x1=1
72'C, tp=70, ts=70, x0=1000001, x1=1000010
72'C, tp=70, ts=70, x0=1000001, x1=1000004
72'C, tp=70, ts=70, x0=1000001, x1=1000004
72'B, tp=70, ts=70, x0=172492121, x1=1
72'C, tp=70, ts=70, x0=1000005, x1=1000004
72'B, tp=70, ts=70, x0=335634043, x1=10
72'C, tp=70, ts=70, x0=1000007, x1=1000004
72'A, tp=70, ts=70, x0=50, x1=691674895
72'C, tp=70, ts=70, x0=1000001, x1=1000004
72'C, tp=70, ts=70, x0=1000001, x1=1000006
72'B, tp=70, ts=70, x0=335471155, x1=1
72'B, tp=70, ts=70, x0=931511603, x1=1
72'C, tp=70, ts=70, x0=1000001, x1=1000011
72'C, tp=70, ts=70, x0=1000001, x1=1000112
72'B, tp=70, ts=70, x0=620101042, x1=3
72'C, tp=70, ts=70, x0=1000001, x1=1000432
72'B, tp=70, ts=70, x0=835601610, x1=4
72'C, tp=70, ts=70, x0=1000001, x1=1000010
72'C, tp=70, ts=70, x0=1000001, x1=1000336
72'B, tp=70, ts=70, x0=860647267, x1=2
72'B, tp=70, ts=70, x0=386966740, x1=1
72'A, tp=70, ts=70, x0=9, x1=228608822
72'B, tp=70, ts=70, x0=540780418, x1=1
72'B, tp=70, ts=70, x0=505493208, x1=1
72'B, tp=70, ts=70, x0=924824403, x1=4
72'B, tp=70, ts=70, x0=953782599, x1=2
72'A, tp=70, ts=70, x0=4, x1=609925391
72'C, tp=70, ts=70, x0=1000025, x1=1000022
72'B, tp=70, ts=70, x0=303413212, x1=1
72'B, tp=70, ts=70, x0=953581584, x1=1
72'C, tp=70, ts=70, x0=1000006, x1=1000007
72'B, tp=70, ts=70, x0=754602793, x1=7
72'C, tp=70, ts=70, x0=1000001, x1=1000005
72'B, tp=70, ts=70, x0=670504546, x1=1
72'B, tp=70, ts=70, x0=616307601, x1=1
72'B, tp=70, ts=70, x0=43341213, x1=1
72'B, tp=70, ts=70, x0=206988890, x1=2
72'B, tp=70, ts=70, x0=850721830, x1=6
72'A, tp=70, ts=70, x0=8, x1=790052445
72'B, tp=70, ts=70, x0=911387608, x1=1
72'B, tp=70, ts=70, x0=828094694, x1=1
72'B, tp=70, ts=70, x0=964594123, x1=4
72'B, tp=70, ts=70, x0=520934202, x1=5
72'B, tp=70, ts=70, x0=66062448, x1=1
72'B, tp=70, ts=70, x0=939117284, x1=3
72'A, tp=70, ts=70, x0=17, x1=409668715
72'B, tp=70, ts=70, x0=42038223, x1=2
72'C, tp=70, ts=70, x0=1000149, x1=1000004
72'C, tp=70, ts=70, x0=1000001, x1=1000005
72'B, tp=70, ts=70, x0=503019021, x1=1
72'C, tp=70, ts=70, x0=1000002, x1=1000005
72'C, tp=70, ts=70, x0=1000002, x1=1009328
72'B, tp=70, ts=70, x0=793828761, x1=3
72'C, tp=70, ts=70, x0=1000002, x1=1000005
72'C, tp=70, ts=70, x0=1000001, x1=1000005
72'B, tp=70, ts=70, x0=94130822, x1=6
72'B, tp=70, ts=70, x0=183026336, x1=2
72'C, tp=70, ts=70, x0=1000001, x1=1000010
72'B, tp=70, ts=70, x0=968121655, x1=1
72'A, tp=70, ts=70, x0=4, x1=316222842
72'C, tp=70, ts=70, x0=1000004, x1=1000007
72'B, tp=70, ts=70, x0=405218148, x1=1
72'C, tp=70, ts=70, x0=1000001, x1=1000627
72'B, tp=70, ts=70, x0=471683540, x1=1
72'B, tp=70, ts=70, x0=990075718, x1=1
72'B, tp=70, ts=70, x0=503255117, x1=1
72'B, tp=70, ts=70, x0=439672656, x1=1
72'C, tp=70, ts=70, x0=1000001, x1=1000005
72'C, tp=70, ts=70, x0=1000001, x1=1000004
72'B, tp=70, ts=70, x0=109541028, x1=1
72'B, tp=70, ts=70, x0=407277317, x1=3
72'B, tp=70, ts=70, x0=988928271, x1=1
72'B, tp=70, ts=70, x0=812660130, x1=1
72'C, tp=70, ts=70, x0=1000003, x1=1000005
72'C, tp=70, ts=70, x0=1000001, x1=1000005
72'C, tp=70, ts=70, x0=1000002, x1=1000004
72'B, tp=70, ts=70, x0=600385239, x1=2
72'B, tp=70, ts=70, x0=232928168, x1=1
72'C, tp=70, ts=70, x0=1000004, x1=1000004
72'C, tp=70, ts=70, x0=1000002, x1=1000004
72'B, tp=70, ts=70, x0=288574517, x1=1
72'C, tp=70, ts=70, x0=1000001, x1=1000004
72'C, tp=70, ts=70, x0=1000004, x1=1000004
72'B, tp=70, ts=70, x0=547898695, x1=1
72'C, tp=70, ts=70, x0=1000003, x1=1000009
72'B, tp=70, ts=70, x0=296868868, x1=1
72'B, tp=70, ts=70, x0=498918506, x1=2
72'C, tp=70, ts=70, x0=1000001, x1=1000037
72'C, tp=70, ts=70, x0=1000001, x1=1000014
72'B, tp=70, ts=70, x0=966754873, x1=40
72'C, tp=70, ts=70, x0=1000002, x1=1000008
72'C, tp=70, ts=70, x0=1000001, x1=1000004
72'C, tp=70, ts=70, x0=1000001, x1=1000006
72'C, tp=70, ts=70, x0=1000021, x1=1000004
72'C, tp=70, ts=70, x0=1000009, x1=1000005
72'B, tp=70, ts=70, x0=717770800, x1=17
72'C, tp=70, ts=70, x0=1000001, x1=1000004
72'B, tp=70, ts=70, x0=39610877, x1=1
72'A, tp=70, ts=70, x0=5, x1=690794808
72'C, tp=70, ts=70, x0=1000001, x1=1000006
72'C, tp=70, ts=70, x0=1000001, x1=1000004
72'B, tp=70, ts=70, x0=690794808, x1=2
72'B, tp=70, ts=70, x0=406622405, x1=4
72'C, tp=70, ts=70, x0=1000001, x1=1000016
72'C, tp=70, ts=70, x0=1000001, x1=1000004
72'B, tp=70, ts=70, x0=380550772, x1=2
72'B, tp=70, ts=70, x0=168651091, x1=1
72'C, tp=70, ts=70, x0=1000001, x1=1000020
72'B, tp=70, ts=70, x0=990202830, x1=1
72'B, tp=70, ts=70, x0=661331641, x1=2
72'B, tp=70, ts=70, x0=462268369, x1=1
72'B, tp=70, ts=70, x0=98857799, x1=2
72'B, tp=70, ts=70, x0=576911199, x1=1
72'C, tp=70, ts=70, x0=1000001, x1=1000004
72'B, tp=70, ts=70, x0=985930076, x1=1
72'C, tp=70, ts=70, x0=1000001, x1=1000004
72'C, tp=70, ts=70, x0=1000004, x1=1000004
72'B, tp=70, ts=70, x0=307987268, x1=2
72'B, tp=70, ts=70, x0=603912287, x1=1
72'B, tp=70, ts=70, x0=266875084, x1=1
72'B, tp=70, ts=70, x0=619578316, x1=1
72'C, tp=70, ts=70, x0=1000003, x1=1000005
72'C, tp=70, ts=70, x0=1000001, x1=1000004
72'A, tp=70, ts=70, x0=66, x1=254144355
72'B, tp=70, ts=70, x0=515950343, x1=1
72'B, tp=70, ts=70, x0=24570396, x1=2
72'B, tp=70, ts=70, x0=815340420, x1=2
72'C, tp=70, ts=70, x0=1000003, x1=1000007
72'B, tp=70, ts=70, x0=560438794, x1=2
72'C, tp=70, ts=70, x0=1000001, x1=1000007
72'B, tp=70, ts=70, x0=363852318, x1=1
72'B, tp=71, ts=71, x0=867050153, x1=2
72'B, tp=71, ts=71, x0=464871890, x1=1
72'B, tp=71, ts=71, x0=510041755, x1=1
72'B, tp=71, ts=71, x0=684218604, x1=2
72'B, tp=71, ts=71, x0=967906045, x1=7
72'C, tp=71, ts=71, x0=1000006, x1=1000004
72'C, tp=71, ts=71, x0=1000002, x1=1000006
72'A, tp=71, ts=71, x0=4, x1=994123054
72'C, tp=71, ts=71, x0=1000001, x1=1000004
72'C, tp=71, ts=71, x0=1000001, x1=1000022
72'B, tp=71, ts=71, x0=137343077, x1=1
72'B, tp=71, ts=71, x0=702337310, x1=2
72'C, tp=71, ts=71, x0=1000002, x1=1000007
72'C, tp=71, ts=71, x0=1000001, x1=1000004
72'B, tp=71, ts=71, x0=888869495, x1=1
72'C, tp=71, ts=71, x0=1000002, x1=1000036
72'B, tp=71, ts=71, x0=599915893, x1=1
72'B, tp=71, ts=71, x0=42333114, x1=1
72'B, tp=71, ts=71, x0=834392748, x1=4
72'A, tp=71, ts=71, x0=72, x1=303352001
72'C, tp=71, ts=71, x0=1000002, x1=1000004
72'B, tp=71, ts=71, x0=885237812, x1=1
72'B, tp=71, ts=71, x0=356718445, x1=1
72'B, tp=71, ts=71, x0=777482059, x1=1
72'B, tp=71, ts=71, x0=251308279, x1=1
72'B, tp=71, ts=71, x0=550962398, x1=1
72'A, tp=71, ts=71, x0=3298, x1=597507544
72'A, tp=71, ts=71, x0=4, x1=924011127
72'B, tp=71, ts=71, x0=422184867, x1=5
72'B, tp=71, ts=71, x0=213741822, x1=7
72'C, tp=71, ts=71, x0=1000007, x1=1000103
72'A, tp=71, ts=71, x0=12, x1=729534382
72'A, tp=71, ts=71, x0=9, x1=102831416
72'C, tp=71, ts=71, x0=1000001, x1=1000005
72'C, tp=71, ts=71, x0=1000001, x1=1000005
72'A, tp=71, ts=71, x0=7, x1=877001137
72'B, tp=71, ts=71, x0=7271244, x1=1
72'C, tp=71, ts=71, x0=1000001, x1=1000004
72'B, tp=71, ts=71, x0=181715346, x1=4
72'C, tp=71, ts=71, x0=1000001, x1=1000004
72'B, tp=71, ts=71, x0=796408741, x1=7
72'C, tp=71, ts=71, x0=1000001, x1=1000004
